,OBJECTID,BYGNING_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,TATT_I_BRUK,NAERINGSGRUPPE_KODE,NAERINGSGRUPPE_NAVN,PAABYGG_TILBYGG_KODE,PAABYGG_TILBYGG_NAVN,REGISTRERT_IGANGSATT_DATO,REGISTRERT_GODKJENT_DATO,VANNFORSYNING_NR,VANNFORSYNING_NAVN,BRUKSAREAL_TOTALT,BRUKSAREAL_BOLIG,BRUKSAREAL_ANNET_BOLIG,ANTALL_ETASJER,ANTALL_BOLIGER,LKOORDINAT_TYPE,LKOORDINATSYSTEM_NR,LKOORDINATSYSTEM_NAVN,LKOORDINAT_KVALITET_KODE,LKOORDINAT_KVALITET_NAVN,LX_KOORDINAT,LY_KOORDINAT,LZ_KOORDINAT,UKOORDINAT_TYPE,UKOORDINATSYSTEM_NR,UKOORDINATSYSTEM_NAVN,UKOORDINAT_KVALITET_KODE,UKOORDINAT_KVALITET_NAVN,UX_KOORDINAT,UY_KOORDINAT,UZ_KOORDINAT,EIENDOM_ANTALL,HAR_HEIS,BEBYGD_AREAL,Energistandard_profet,Byggtype_profet,Energiomraadeid,Energibronn,tatt_i_bruk_sammenstilt,Byggutvalgsident,Planforslag,SHAPE,oppgraderes,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elspesifikt_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elspesifikt_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elspesifikt_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn,_utetemperatur,_termisk_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,_nettutveksling_energi_liste
10,11,,,,,,,,,,,,,,,,,,,,,,,,1380.0,1380.0,1380.0,,,,,,,,,,,,,,,,,,,,,,Y,F,A,,,P3,1,"{'x': 572277.2072000001, 'y': 7036563.645399999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,True,0.0,0.0,0.103,0.017,0.025,0.1153449641,0.0,0.1153449641,0.10298716,0.0,0.0,0.0,0.0787115513,0.0,0.0787115513,0.0165031454,0.0,0.0,0.0,0.0084993309,0.0,0.0084993309,0.0245025983,0.0,0.0,0.0,Referansesituasjon,[0],"[11.91932813 12.40757379 12.39041114 ... 13.77939301 12.24459717
 12.67167736]",[6.3260914  6.3260914  6.23314619 ... 5.91502472 6.08845678 6.23918107],0,0,0,"[-11.91932813 -12.40757379 -12.39041114 ... -13.77939301 -12.24459717
 -12.67167736]",0,[6.3260914  6.3260914  6.23314619 ... 5.91502472 6.08845678 6.23918107]
11,12,,,,,,,,,,,,,,,,,,,,,,,,6140.0,6140.0,6140.0,,,,,,,,,,,,,,,,,,,,,,Z,K,A,,,P3,1,"{'x': 572180.2703, 'y': 7036831.2467, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,0.0,0.0,1.097,0.246,0.187,0.3465868565,0.0,0.0,0.7503799053,0.0,0.0,0.0,0.1449492985,0.0,0.0,0.1014755786,0.0,0.0,0.0,0.0250223107,0.0,0.0,0.1616151484,0.0,0.0,0.0,Referansesituasjon,[0],"[40.67386512 40.14227988 39.08453287 ... 47.36975186 45.18462349
 43.86022365]","[60.64136677 59.65049173 59.05040866 ... 64.26235748 62.72156316
 61.15135026]",0,0,0,0,0,"[101.31523189  99.79277162  98.13494153 ... 111.63210934 107.90618665
 105.01157391]"
12,13,,,,,,,,,,,,,,,,,,,,,,,,80.0,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,Y,A,A,,,P3,1,"{'x': 572242.2696000002, 'y': 7036687.826499999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,False,True,0.0,0.0,,,,0.0072286823,0.0,0.0072286823,0.0032061781,0.0,0.0,,0.0023630068,0.0,0.0023630068,0.0003267,0.0,0.0,,0.0001900886,0.0,0.0001900886,0.0003734867,0.0,0.0,,Referansesituasjon,[0],[1.09425174 1.02180026 0.98355467 ... 1.38488449 1.24643594 1.18256209],[0.33315334 0.25934334 0.23312666 ... 0.57233    0.51021666 0.40494666],0,0,0,"[-1.09425174 -1.02180026 -0.98355467 ... -1.38488449 -1.24643594
 -1.18256209]",[nan nan nan ... nan nan nan],[nan nan nan ... nan nan nan]
13,14,,,,,,,,,,,,,,,,,,,,,,,,160.0,160.0,160.0,,,,,,,,,,,,,,,,,,,,,,Y,A,A,,,P3,1,"{'x': 572237.1994000003, 'y': 7036694.312199999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,0.0,0.0,0.0209,0.005,0.001,0.0144573647,0.0,0.0,0.0064123563,0.0,0.0,0.0,0.0047260136,0.0,0.0,0.0006534,0.0,0.0,0.0,0.0003801772,0.0,0.0,0.0007469733,0.0,0.0,0.0,Referansesituasjon,[0],[2.18850347 2.04360051 1.96710934 ... 2.76976898 2.49287189 2.36512418],[0.66630667 0.51868667 0.46625333 ... 1.14466    1.02043333 0.80989333],0,0,0,0,0,[2.85481014 2.56228718 2.43336267 ... 3.91442898 3.51330522 3.1750175 ]
14,15,,,,,,,,,,,,,,,,,,,,,,,,178.0,178.0,178.0,,,,,,,,,,,,,,,,,,,,,,Y,A,A,,,P3,1,"{'x': 572230.4687999999, 'y': 7036703.550299998, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,False,False,False,144.0,86400.0,0.0117,0.002,0.001,0.0160838182,0.0114884416,0.0,0.0071337464,0.0045953766,0.0,0.0,0.0052576902,0.003755493,0.0,0.0007269075,0.0015021972,0.0,0.0,0.0004229472,0.0003021051,0.0,0.0008310078,0.0001208421,0.0,0.0,Referansesituasjon,[0],[2.43471011 2.27350557 2.18840915 ... 3.08136799 2.77331998 2.63120065],[0.74126617 0.57703892 0.51870683 ... 1.27343425 1.13523208 0.90100633],[0.69563146 0.64957302 0.62525976 ... 0.88039085 0.79237714 0.75177161],"[-1.73907865 -1.62393255 -1.56314939 ... -2.20097713 -1.98094284
 -1.87942903]",[0. 0. 0. ... 0. 0. 0.],0,0,[1.43689763 1.22661194 1.14396658 ... 2.1538251  1.92760921 1.65277794]
15,16,,,,,,,,,,,,,,,,,,,,,,,,266.0,266.0,266.0,,,,,,,,,,,,,,,,,,,,,,Y,A,A,,,P3,1,"{'x': 572230.2012, 'y': 7036720.679299999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,False,False,False,215.0,129000.0,0.0175,0.003,0.001,0.0240353688,0.0171681205,0.0,0.0106605423,0.0068672482,0.0,0.0,0.0078569977,0.0056121412,0.0,0.0010862775,0.0022448565,0.0,0.0,0.0006320447,0.0004514605,0.0,0.0012418432,0.0001805842,0.0,0.0,Referansesituasjon,[0],[3.63838702 3.39748585 3.27031928 ... 4.60474092 4.14439951 3.93201894],[1.10773484 0.86231659 0.77514616 ... 1.90299725 1.69647041 1.34644766],[1.03953915 0.97071024 0.93437694 ... 1.31564026 1.18411415 1.12343398],"[-2.59884787 -2.42677561 -2.33594235 ... -3.28910066 -2.96028537
 -2.80858496]",[0. 0. 0. ... 0. 0. 0.],0,0,[2.14727399 1.83302684 1.7095231  ... 3.21863751 2.88058455 2.46988164]
16,17,,,,,,,,,,,,,,,,,,,,,,,,330.0,330.0,330.0,,,,,,,,,,,,,,,,,,,,,,Y,L,A,,,P3,1,"{'x': 572250.8578000003, 'y': 7036709.737799998, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,0.0,0.0,0.0707,0.017,0.011,0.0254765943,0.0,0.0,0.0451932991,0.0,0.0,0.0,0.0104968934,0.0,0.0,0.0063659027,0.0,0.0,0.0,0.0014695966,0.0,0.0,0.0095749546,0.0,0.0,0.0,Referansesituasjon,[0],[3.24078846 3.22690612 3.19677847 ... 3.782744   3.55621055 3.47036511],[3.36161024 3.30033188 3.26793175 ... 3.57497639 3.47492059 3.37988637],0,0,0,0,0,[6.6023987  6.527238   6.46471023 ... 7.35772039 7.03113114 6.85025147]
17,18,,,,,,,,,,,,,,,,,,,,,,,,780.0,780.0,780.0,,,,,,,,,,,,,,,,,,,,,,Y,B,A,,,P3,1,"{'x': 572185.1974, 'y': 7036900.951200001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,False,False,False,582.0,349200.0,0.0688,0.021,0.005,0.0841143383,0.0465403201,0.0,0.0312602369,0.018616128,0.0189578902,0.0,0.025141845,0.0069012843,0.0,0.003185325,0.0027605137,0.0154800469,0.0,0.0037421304,0.0026729503,0.0,0.003641495,0.0010691801,0.0,0.0,Referansesituasjon,[0],"[11.46407847 10.35383131  9.76376107 ... 15.18288775 13.53340622
 12.4596959 ]",[3.24824503 2.52859753 2.27298497 ... 5.5802175  4.97461247 3.94822997],[2.76051373 2.76051373 2.76051373 ... 2.76051373 2.76051373 2.76051373],"[-6.90128433 -6.90128433 -6.90128433 ... -6.90128433 -6.90128433
 -6.90128433]",[1.8022804  0.69203324 0.101963   ... 5.52108968 3.87160816 2.79789783],0,0,"[ 7.81103916  5.9811445   5.13546171 ... 13.86182091 11.60673436
  9.50664154]"
18,19,,,,,,,,,,,,,,,,,,,,,,,,781.0,781.0,781.0,,,,,,,,,,,,,,,,,,,,,,Y,B,A,,,P3,1,"{'x': 572191.801, 'y': 7036927.7498, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,0.0,0.0,0.1155,0.028,0.007,0.0842221772,0.0,0.0,0.0313003141,0.0,0.0,0.0,0.0251740781,0.0,0.0,0.0031894087,0.0,0.0,0.0,0.003746928,0.0,0.0,0.0036461636,0.0,0.0,0.0,Referansesituasjon,[0],"[11.47877601 10.36710545  9.77627871 ... 15.20235299 13.55075674
 12.47566987]",[3.25240944 2.53183932 2.27589906 ... 5.58737163 4.98099018 3.95329181],0,0,0,0,0,"[14.73118545 12.89894477 12.05217777 ... 20.78972461 18.53174693
 16.42896167]"
19,20,,,,,,,,,,,,,,,,,,,,,,,,544.0,544.0,544.0,,,,,,,,,,,,,,,,,,,,,,Y,B,A,,,P3,1,"{'x': 572227.0771000003, 'y': 7036892.521400001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,0.0,0.0,0.0805,0.02,0.005,0.058664359,0.0,0.0,0.0218020114,0.0,0.0,0.0,0.0175348252,0.0,0.0,0.00222156,0.0,0.0,0.0,0.0026098961,0.0,0.0,0.0025397093,0.0,0.0,0.0,Referansesituasjon,[0],"[ 7.99545986  7.22113363  6.80959747 ... 10.58909094  9.43868332
  8.68983919]",[2.26544268 1.76353468 1.58526132 ... 3.891844   3.46947332 2.75363732],0,0,0,0,0,"[10.26090254  8.98466831  8.39485878 ... 14.48093494 12.90815663
 11.44347651]"
20,21,,,,,,,,,,,,,,,,,,,,,,,,546.0,546.0,546.0,,,,,,,,,,,,,,,,,,,,,,Y,B,A,,,P3,1,"{'x': 572241.1305, 'y': 7036915.1917, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,False,False,False,407.0,244200.0,0.0482,0.015,0.003,0.0588800368,0.032578224,0.0,0.0218821658,0.0130312896,0.0132705232,0.0,0.0175992915,0.004830899,0.0,0.0022297275,0.0019323596,0.0108360328,0.0,0.0026194913,0.0018710652,0.0,0.0025490465,0.0007484261,0.0,0.0,Referansesituasjon,[0],"[ 8.02485493  7.24768191  6.83463275 ... 10.62802142  9.47338436
  8.72178713]",[2.27377152 1.77001827 1.59108948 ... 3.90615225 3.48222873 2.76376098],[1.93235961 1.93235961 1.93235961 ... 1.93235961 1.93235961 1.93235961],"[-4.83089903 -4.83089903 -4.83089903 ... -4.83089903 -4.83089903
 -4.83089903]",[1.26159628 0.48442327 0.0713741  ... 3.86476277 2.71012571 1.95852848],0,0,[5.46772741 4.18680115 3.5948232  ... 9.70327464 8.12471405 6.65464908]
21,22,,,,,,,,,,,,,,,,,,,,,,,,546.0,546.0,546.0,,,,,,,,,,,,,,,,,,,,,,Y,B,A,,,P3,1,"{'x': 572241.0170999998, 'y': 7036940.3081, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,False,True,0.0,0.0,,,,0.0588800368,0.0,0.0588800368,0.0218821658,0.0,0.0,,0.0175992915,0.0,0.0175992915,0.0022297275,0.0,0.0,,0.0026194913,0.0,0.0026194913,0.0025490465,0.0,0.0,,Referansesituasjon,[0],"[ 8.02485493  7.24768191  6.83463275 ... 10.62802142  9.47338436
  8.72178713]",[2.27377152 1.77001827 1.59108948 ... 3.90615225 3.48222873 2.76376098],0,0,0,"[ -8.02485493  -7.24768191  -6.83463275 ... -10.62802142  -9.47338436
  -8.72178713]",[nan nan nan ... nan nan nan],[nan nan nan ... nan nan nan]
22,23,2979525,50,TRØNDELAG,5001,TRONDHEIM,10507480,0,616,Videregående skole,TB,Tatt i bruk,10101,10101,10101,20060215,P,Undervisning,,,10101,10101,,Ikke utfylt,0.0,0.0,0.0,0,,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,7036557.0,571993.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,7043828.6,272915.34,0.0,1,N,0.0,X,G,A,,20060215,P3,,"{'x': 571993, 'y': 7036557, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Referansesituasjon,[0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[-0. -0. -0. ... -0. -0. -0.],[0. 0. 0. ... 0. 0. 0.],0,0,0
